Method,Name,Error,Occurrences
POST,/tools.descartes.teastore.webui/loginAction?username=user69&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user223&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user223&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user486&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user486&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user380&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user380&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user113&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user113&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?logout=,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/'),28
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=188,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user490&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user490&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user195&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user195&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user345&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user345&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user469&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user469&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user124&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user124&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user284&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user284&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=295,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=295'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user317&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user317&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user219&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user219&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user321&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user321&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=336,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=336'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=99,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user365&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user365&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user186&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user186&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user15&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user15&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user409&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user409&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user301&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user301&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user164&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user164&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user353&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user353&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=199,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
GET,/tools.descartes.teastore.webui/category?page=4&category=4,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=4&category=4'),61
POST,/tools.descartes.teastore.webui/loginAction?username=user495&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user495&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user428&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user367&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user367&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user379&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user379&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user159&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user159&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user177&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user177&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user315&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user315&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user61&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user61&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user171&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user171&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user388&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user388&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user480&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user480&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?logout=,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?logout='),664
POST,/tools.descartes.teastore.webui/loginAction?username=user30&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user30&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user302&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user302&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user476&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user476&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=484,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user386&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user386&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user311&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user311&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=111,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user399&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user399&password=password'),1
GET,/tools.descartes.teastore.webui/category?page=4&category=6,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=4&category=6'),55
GET,/tools.descartes.teastore.webui/category?page=5&category=3,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=5&category=3'),62
POST,/tools.descartes.teastore.webui/loginAction?username=user254&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user254&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user346&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user346&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user426&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user426&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=396,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=396'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user479&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user479&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=303,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=303'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=216,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user397&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user397&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user396&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user396&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user156&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user156&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user381&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user381&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user310&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user310&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user158&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user158&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=39,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=39'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user318&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user318&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user125&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user125&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user350&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user350&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user165&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user165&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user268&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user268&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user216&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user216&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user94&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user94&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user166&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user166&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user483&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user483&password=password'),2
GET,/tools.descartes.teastore.webui/product?id=494,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=494'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user7&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user7&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user496&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user496&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user235&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user235&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user8&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user8&password=password'),1
GET,/tools.descartes.teastore.webui/category?page=1&category=2,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=1&category=2'),67
POST,/tools.descartes.teastore.webui/loginAction?username=user449&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user449&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user36&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user36&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user153&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user153&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user445&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user445&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user2&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user2&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user239&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user239&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=343,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=343'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user144&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user144&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=182,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user312&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user325&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user325&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user65&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user65&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user276&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user276&password=password'),2
GET,/tools.descartes.teastore.webui/product?id=424,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=424'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=280,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=280'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user354&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user354&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user227&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user227&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user232&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user232&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=304,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=304'),1
GET,/tools.descartes.teastore.webui/product?id=231,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=231'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user407&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user407&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user207&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user207&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user188&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user188&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user342&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user342&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user244&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user244&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user39&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user39&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user150&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user150&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user384&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user384&password=password'),2
GET,/tools.descartes.teastore.webui/category?page=1&category=4,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=1&category=4'),69
POST,/tools.descartes.teastore.webui/loginAction?username=user59&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user59&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user420&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user420&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user211&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user211&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user415&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user415&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user465&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user465&password=password'),1
GET,/tools.descartes.teastore.webui/category?page=5&category=6,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=5&category=6'),65
POST,/tools.descartes.teastore.webui/loginAction?username=user437&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user437&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user54&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user54&password=password'),1
GET,/tools.descartes.teastore.webui/category?page=3&category=4,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=3&category=4'),59
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=481,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=481'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user308&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user308&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user57&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user57&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user383&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
GET,/tools.descartes.teastore.webui/product?id=144,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=144'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user24&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user24&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user111&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user111&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user454&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user454&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=346,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=346'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user477&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user477&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user473&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user473&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user83&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user83&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user129&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user129&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user412&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user323&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user323&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user341&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user341&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user264&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user264&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user55&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user55&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user102&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user102&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user53&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user53&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=347,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user11&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user11&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user196&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user196&password=password'),2
GET,/tools.descartes.teastore.webui/category?page=2&category=6,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=2&category=6'),58
POST,/tools.descartes.teastore.webui/loginAction?username=user204&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user204&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user48&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user48&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user273&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user273&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user406&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user406&password=password'),1
